#Finding multiomics studies between 2000/01/01 and 2000/12/31
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]
  Keywords=genomics,lipidomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=lipidomics,glycomics,transcriptomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,glycomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,glycomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,glycomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,glycomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,transcriptomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,metabolomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,metabolomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,metabolomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,epigenomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,epigenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,metagenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=proteomics,glycomics,transcriptomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=proteomics,glycomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,glycomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,glycomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,glycomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=proteomics,transcriptomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,transcriptomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,transcriptomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,transcriptomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,metabolomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,metabolomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,metabolomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,epigenomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,epigenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,metagenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=glycomics,transcriptomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=glycomics,transcriptomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,transcriptomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,transcriptomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=glycomics,metabolomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,metabolomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,metabolomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,epigenomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,epigenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,metagenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=transcriptomics,metabolomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=transcriptomics,metabolomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=transcriptomics,metabolomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=transcriptomics,epigenomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=transcriptomics,epigenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=transcriptomics,metagenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=metabolomics,epigenomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=metabolomics,epigenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=metabolomics,metagenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=epigenomics,metagenomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,glycomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,transcriptomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,epigenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,metagenomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,phosphoproteomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,transcriptomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,metabolomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
